Term	Index	Name
GO:0034615	1153	A protein complex that possesses GTP cyclohydrolase I activity. In E. coli and human, the complex is a homodecamer, and monomers are catalytically inactive.
GO:0002144	1154	A complex of two proteins involved in the thiolation of uridine 34 (U34) of tRNAs decoding two-family box triplets.
GO:0005835	1155	A multienzyme complex that catalyses the synthesis of fatty acids from acetyl CoA.
GO:0071091	1156	A protein complex that consists of an alpha1-beta1 integrin complex bound to tissue transglutaminase.
GO:0005951	1157	A protein complex that catalyzes the formation of carbamoyl phosphate; comprises a small subunit that binds and cleaves glutamine, and a large subunit that accepts the ammonia group cleaved from glutamine, binds all of the remaining substrates and effectors, and carries out all of the other catalytic events.
GO:0005839	1158	A multisubunit barrel shaped endoprotease complex, which is the core of the proteasome complex.
GO:1902687	1159	A protein complex which is capable of glucosidase activity.
GO:0035550	1160	A multiprotein nickel-containing complex that possesses urease activity (catalysis of the hydrolysis of urea to ammonia and carbon dioxide).
GO:0009350	1161	An enzyme complex that catalyzes the breakdown of ethanolamine to form acetaldehyde and ammonia.
GO:0000118	1162	A protein complex that possesses histone deacetylase activity.
GO:0009366	1163	A multienzyme complex usually composed of four proteins, EntB, EntD, EntE and EntF. Plays a role in the enterobactin biosynthesis pathway.
GO:0010316	1164	Heterodimeric complex that catalyzes the pyrophosphate-dependent phosphorylation of D-fructose 6-phosphate into D-fructose 1,6-bisphosphate.
GO:0030956	1165	A protein complex that possesses glutamyl-tRNA(Gln) amidotransferase activity, and therefore creates Gln-tRNA by amidating Glu-tRNA; usually composed of 3 subunits: A, B, and C. Note that the C subunit may not be required in all organisms.
GO:0010007	1166	A heterotrimeric enzyme complex composed of three subunits, all of which are required for enzyme activity, which catalyzes the chelation of Mg by proto IX in an ATP-dependent manner.
GO:1903293	1167	A protein complex which is capable of phosphatase activity.
GO:0010318	1168	Refers to the beta subunit of the heterodimeric complex that possesses pyrophosphate-dependent phosphofructokinase activity.
GO:1990221	1169	A protein complex capable of cysteine desulfurase activity decomposing L-cysteine to L-alanine and sulfur. It belongs to a ubiquitous family of pyridoxal 5-phosphate (PLP)-dependent enzymes. In E. coli it consists of a SufS dimer.
GO:1990391	1170	A protein complex involved in DNA repair processes including direct reversal, base excision repair, nucleotide excision repair, photoreactivation, bypass, double-strand break repair pathway, and mismatch repair pathway.
GO:0042720	1171	Protease complex of the mitochondrial inner membrane, consisting of at least two subunits, involved in processing of both nuclear- and mitochondrially-encoded proteins targeted to the intermembrane space.
GO:0009356	1172	A heterodimeric protein complex that possesses 4-amino-4-deoxychorismate synthase activity.
GO:1990234	1173	A protein complex capable of catalyzing the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor).
GO:0009343	1174	An enzyme complex that catalyzes the formation of carboxybiotin-carboxyl-carrier protein from biotin-carboxyl-carrier protein and carbon dioxide (CO2).
GO:0009317	1175	A protein complex that catalyzes the first step in long-chain fatty acid biosynthesis. For example, in E. coli the complex is heterohexameric and composed of biotin carbonyl carrier protein, biotin carboxylase and the acetate CoA-transferase complex.
GO:0071078	1176	A protein complex that consists of fibronectin bound to tissue transglutaminase, and is involved in cell adhesion.
GO:1902793	1177	A protein complex which is capable of glutamate decarboxylase activity.
GO:0070331	1178	A protein complex that contains the cell-surface protein CD20 and the Src family tyrosine kinases Lck and Fyn.
GO:0032807	1179	A eukaryotically conserved protein complex that contains DNA ligase IV and is involved in DNA repair by non-homologous end joining; in addition to the ligase, the complex also contains XRCC4 or a homolog, e.g. Saccharomyces Lif1p.
GO:0005966	1180	An enzyme complex that catalyzes the hydrolysis of bonds in a cyclic nucleotide.
GO:1990358	1181	A multifunctional supermolecular complex, containing several proteins with hemicellulase activity. Functions to hydrolyze hemicellulose.
GO:0071093	1182	A protein complex that consists of an alpha5-beta1 integrin complex bound to fibronectin and tissue transglutaminase.
GO:0009344	1183	Complex that possesses nitrite reductase
GO:0045283	1184	A membrane-bound flavoenzyme complex consisting of four subunits, A, B, C, and D. A and B comprise the membrane-extrinsic catalytic domain and C (InterPro:IPR003510; InterPro:IPR004224) and D (InterPro:IPR003418) link the catalytic centers to the electron-transport chain. This family consists of the 13 kDa hydrophobic subunit D. This component may be required to anchor the catalytic components of the fumarate reductase complex to the cytoplasmic membrane. Fumarate reductase couples the reduction of fumarate to succinate to the oxidation of quinol to quinone, in a reaction opposite to that catalyzed by the related complex II of the respiratory chain (succinate dehydrogenase-(ubiquinone)).
GO:0034081	1185	A protein complex that carries out enzymatic reactions involved in the biosynthesis of polyketides, any of a diverse group of natural products synthesized via linear poly-beta-ketones.
GO:0009346	1186	Citrate lyase is a multienzyme complex with three constituents: the alpha subunit, citrate-ACP transferase; the beta subunit, citryl-ACP lyase; and the gamma subunit, an acyl-carrier protein which also carries the prosthetic group components. All three subunits are required for citrate lyase enzyme activity. This enzyme has only been found in bacteria.
GO:1905368	1187	A protein complex which is capable of peptidase activity.
GO:0010317	1188	Refers to the alpha subunit of the heterodimeric complex that possesses pyrophosphate-dependent phosphofructokinase activity.
GO:0032299	1189	A protein complex that possesses ribonuclease H activity, in which the catalytic subunit is a member of the RNase H2 (or HII) class. For example, in Saccharomyces the complex contains Rnh201p, Rnh202p and Rnh203p.
GO:0071090	1190	A protein complex that consists of an alphaIIb-beta3 integrin complex bound to fibronectin and tissue transglutaminase.
GO:0036087	1191	A protein complex composed of two or more polypeptide subunits, and which possesses glutathione synthase activity (catalysis of the reaction: L-gamma-glutamyl-L-cysteine + ATP + glycine = ADP + glutathione + 2 H(+) + phosphate). In eukaryotes, the complex is homodimeric, in E. coli glutathione synthase exists as a tetramer, and in S. pombe the complex exists as a homodimer or a heterotetramer.
GO:0070559	1192	A protein complex found in the lysosome that contains beta-galactosidase, cathepsin A, alpha-neuraminidase and N-acetylgalactosamine-6-sulfate sulfatase, and is involved in glycosaminoglycan catabolism.
GO:0008247	1193	An enzyme complex composed of two catalytic alpha subunits, which form a catalytic dimer, and a non-catalytic, regulatory beta subunit; the catalytic dimer may be an alpha1/alpha1 or alpha2/alpha2 homodimer, or an alpha1/alpha2 heterodimer. Modulates the action of platelet-activating factor (PAF).
GO:1904176	1194	A protein complex which is capable of carbon phosphorus lyase activity.
GO:1905360	1195	A protein complex which is capable of GTPase activity.
GO:0044676	1196	A protein complex consisting of three polypeptides which also contains molybdenum, a molybdopterin guanine dinucleotide and iron-sulfur clusters. This protein complex catalyzes the reversible conversion of CO2 and methanofuran to formylmethanofuran during methanogenesis.
GO:0009345	1197	A multimeric enzyme complex which, in bacteria, is usually a tetramer of two alpha and two beta chains and in eukaryotes, is usually a homodimer. Functions in the ligation of glycine and tRNA(Gly) to form glycyl-tRNA(Gly).
GO:1904974	1198	A protein complex which is capable of heparanase activity.
GO:1990233	1199	A protein complex capable of catalyzing the transfer of a phosphate group from one position to another within a single molecule.
GO:0009338	1200	An enzyme complex that catalyzes exonucleolytic cleavage (in the presence of ATP) in either 5' to 3' or 3' to 5' direction to yield 5'-phosphooligonucleotides. Exodeoxyribonuclease V shows a preference for double-stranded DNA and possesses DNA-dependent ATPase activity. It acts endonucleolytically on single-stranded circular DNA.
GO:0044569	1201	A microbial enzyme complex which contains nickel and iron in its active site. In Acetomicrobium flavidum it is an alpha 2 beta 2 tetramer.
GO:0017177	1202	A heterodimeric complex that catalyzes the trimming of glucose residues from N-linked core glycans on newly synthesized glycoproteins.
GO:0017101	1203	A multienzyme complex found in all multicellular eukaryotes composed of eight proteins with aminoacyl-tRNA synthetase activities (abbreviated as: ArgRS, AspRS, GluProRS, GlnRS, IleRS, LeuRS, LysRS, MetRS where RS is the enzyme, preceded by the amino acid it uses as a substrate) as well as three non-synthetase proteins (p43, p38, and p18) with diverse functions. Several of these subunits are known dimers, so the total polypeptide count in the multisynthetase complex is at least fifteen. All of the enzymes in this assembly catalyze the same reaction, the covalent attachment of an amino acid to either the 2'- or 3'-hydroxyl of the 3'-terminal adenosine of tRNA, but using different substrates.
GO:0017086	1204	A protein complex that catalyzes the reaction 3-methyl-2-oxobutanoate + lipoamide = S-(2-methylpropanoyl)-dihydrolipoamide + carbon dioxide (CO2). This requires thiamine diphosphate; the enzyme also acts on (S)-3-methyl-2-oxopentanoate and 4-methyl-2-oxo-pentanoate.
GO:0044677	1205	A protein complex consisted of eight polypeptides. This complex catalyzes the formation of methyl-coenzyme M and H4MPT from N5-methyl-H4MPT and CoM during methanogenesis.
GO:0043033	1206	A protein complex whose composition varies amongst species; in rice it probably exists in a homo-tetramer to homo-hexamer form and in Gram-negative bacteria as a dimer. Functions in the hydrolysis of alpha-(1,6)-D-glucosidic branch linkages.
GO:0000015	1207	A multimeric enzyme complex, usually a dimer or an octamer, that catalyzes the conversion of 2-phospho-D-glycerate to phosphoenolpyruvate and water.
GO:0005697	1208	Telomerase is a ribonucleoprotein enzyme complex, with a minimal catalytic core composed of a catalytic reverse transcriptase subunit and an RNA subunit that provides the template for telomeric DNA addition. In vivo, the holoenzyme complex often contains additional subunits.
GO:0045293	1209	A protein complex that posttranscriptionally catalyzes insertion, deletion or substitution of nucleotides at multiple sites within nascent mRNA transcripts to produce mature mRNAs in eukaryotes.
GO:1905379	1210	A protein complex which is capable of beta-N-acetylhexosaminidase activity.
GO:1990356	1211	A protein complex consisting of a SUMO (small ubiquitin-related modifier) protein bound to a SUMO-conjugating E2 ligase. Sumoylation of the E2 ligase is an intermediate step required for the formation of covalent bonds between a SUMO protein and its ultimate protein target. SUMO is transferred to the E2 ligase by a SUMO-activating E1 enzyme. Sumoylation of the target protein is either facilitated directly by the sumoylated E2 ligase or aided by an optional E3 ligase.
GO:0044672	1212	A multifunctional enzyme complex composed of five different polypeptides that catalyzes the decarbonylation of acetyl-CoA, cleaves the C-C and C-S bonds in the acetyl moiety of acetyl-CoA, oxidizes the carbonyl group to CO2 and transfers the methyl group to tetrahydrosarcinapterin. These reactions are important for methanogenesis.
GO:0070765	1213	A protein complex that has aspartic-type endopeptidase activity and contains a presenilin catalytic subunit (either PSEN1 or PSEN2), an APH1 subunit (multiple genes and splice variants exist), nicastrin (NCT), and presenilin enhancer (aka PEN-2 or Psenen), as the core complex. Variants of the complex with different subunit compositions differ in localization and specific substrates. Additionally, variants of the complex exist that contain a additional regulatory subunit as well as the four core subunits; known regulatory subunits include gamma-secretase-activating protein (aka gSAP), TMP1 (aka TMED10), and CD147 antigen (aka basigin). Gamma-secretase cleaves type I transmembrane protein substrates, including the cell surface receptor Notch and the amyloid-beta precursor protein.
GO:0045239	1214	Any of the heteromeric enzymes that act in the TCA cycle.
GO:0052718	1215	A protein complex that possesses tRNA-specific adenosine-34 deaminase activity. In eukaryotes the complex is a heterodimer; the subunits are known as Tad2p and Tad3p in yeasts and Adat2 and Adat3 in human.
GO:0032152	1216	A heterooligomeric septin complex that acts during meiotic cell division.
GO:0032151	1217	A heterooligomeric septin complex that acts during mitotic cell division.
GO:0031523	1218	A multisubunit complex consisting of Myb and other proteins that regulates site specific DNA replication, gene amplification and transcriptional repression.
GO:0031533	1219	A protein complex that consists of an RNA 5' triphosphatase and a guanyl transferase (Cet1p and Ceg1p in S. cerevisiae; Pct1 and Ceg1 in S. pombe) and is involved in mRNA capping.
GO:0005656	1220	A protein-DNA complex assembled at eukaryotic DNA replication origins during late mitosis and G1, allowing the origin to become competent, or 'licensed', for replication. The complex normally includes the origin recognition complex (ORC), Cdc6, Cdt1 and the MiniChromosome Maintenance (Mcm2-7) proteins.
GO:0032545	1221	A protein complex that is involved in the transcription of ribosomal genes. In Saccharomyces this complex consists of Ckb2p, Utp22p, Rrp7p and Ifh1p.
GO:0062238	1222	A DNA-binding ribonucleoprotein complex that contains a lncRNA complementary to the bound chromosomal locus and is involved in the tethering homologous chromosomes together during chromosome pairing at meiotic prophase I.
GO:0030532	1223	A ribonucleoprotein complex that contains at least one RNA of the small nuclear RNA (snRNA) class and as well as its associated proteins. These are typically named after the snRNA(s) they contain, e.g. U1 snRNP, U4/U6 snRNP, or 7SK snRNP. Many, of these complexes become part of the spliceosome involved in splicing of nuclear mRNAs. Others are involved in regulation of transcription elongation or 3'-end processing of replication-dependent histone pre-mRNAs.
GO:0034753	1224	An aryl hydrocarbon receptor (AhR) complex found in the nucleus; ; consists of ligand-bound AhR and the aryl hydrocarbon receptor nuclear translocator (ARNT).
GO:0070467	1225	A protein complex that contains DNA ligase III, DNA polymerase epsilon, a 5'-3' exonuclease, and the SMC1 and SMC2 proteins, and is involved in recombinational repair of deletions and gaps in DNA.
GO:0043601	1226	A multi-component enzymatic machine at the nuclear replication fork, which mediates DNA replication. Includes DNA primase, one or more DNA polymerases, DNA helicases, and other proteins.
GO:1990622	1227	A heterodimeric protein complex that is composed of CHOP (C/EBP homology protein, GADD153) and ATF3 (activating transcription factor 3) subunits.
GO:0033557	1228	A heterodimeric protein complex that possesses an endonuclease activity that specifically cleaves certain types of branched DNA structures; because such structures often form during the replication ribosomal DNA (rDNA) repeats, the complex plays a role in the maintenance of rDNA. The subunits are known as Slx1 and Slx 4 in budding and fission yeasts, and are conserved in eukaryotes.
GO:0030958	1229	A protein complex required for heterochromatin assembly; contains an Argonaute homolog, a chromodomain protein, and at least one additional protein; named for RNA-induced initiation of transcriptional gene silencing.
GO:0070516	1230	A protein complex formed by the association of the cyclin-dependent protein kinase activating kinase (CAK) holoenzyme complex with ERCC2.
GO:0032390	1231	A heterodimer involved in the recognition of base-base and small insertion/deletion mismatches. In human the complex consists of two subunits, MLH1 and PMS1.
GO:1990713	1232	A protein complex that negatively regulates apoptotic processes. In human, this anti-apoptotic complex is a homodimer of BIRC5 (survivin) and provides one survivin molecule to the chromosomal passenger complex (CPC).
GO:0008180	1233	A protein complex that catalyzes the deneddylation of proteins, including the cullin component of SCF ubiquitin E3 ligase; deneddylation increases the activity of cullin family ubiquitin ligases. The signalosome is involved in many regulatory process, including some which control development, in many species; also regulates photomorphogenesis in plants; in many species its subunits are highly similar to those of the proteasome.
GO:0070552	1234	A protein complex that contains the FAM175B/ABRO1, BRCC3/BRCC36, BRE/BRCC45 and MERIT40/NBA1 proteins, and specifically cleaves K63-linked polyubiquitin chains.
GO:0000109	1235	Any complex formed of proteins that act in nucleotide-excision repair.
GO:0070354	1236	A protein complex that contains the zinc finger transcription factor GATA2, the LIM domain protein Lmo2 (RBTN2), the basic helix-loop-helix protein TAL1 and its binding partner TCF3. The complex is involved transcriptional regulation in hematopoiesis.
GO:0032039	1237	A protein complex that stably associates with the C-terminus of RNA polymerase II and mediates 3'-end processing of small nuclear RNAs generated by RNA polymerase II.
GO:0046536	1238	A protein or protein-RNA complex that localizes to one or more of the sex chromosome(s), where it acts to normalize transcription between different sexes.
GO:0043847	1239	A dimer composed of the chi and psi subunits which is a subassembly of the DNA polymerase III clamp loader complex and serves as a bridge between the DnaX complex and the single-stranded DNA-binding protein (SSB).
GO:0090573	1240	A protein complex, located in the nucleus, that possesses activity that prevents or downregulates transcription from a RNA polymerase IV promoter.
GO:0034457	1241	A protein complex that forms a subcomplex of the 90S preribosome. In S. cerevisiae, it is composed of Mpp10p, Imp3p and Imp4p.
GO:0031598	1242	The regulatory subcomplex of a proteasome located in the nucleus of a cell.
GO:0002111	1243	A heterodimeric complex of BRCA2 and BRAF35 (BRCA2-associated factor 35). The BRCA2-BRAF35 complex is often associated with condensed chromatin during mitosis.
GO:0031499	1244	A multiprotein complex having distributive polyadenylation activity of a variety of RNA substrates including hypomodified and incorrectly folded tRNAs, pre-snRNAs, pre-snoRNAs, incorrectly spliced or processed pre-mRNAs, cryptic unstable transcripts (CUTs), pre-rRNAs and rRNA fragments released as part of rRNA processing. In S. cerevisiae, the complex consists of either Pap2 (also known as Trf4) or Trf5, Air1 or Air2, and Mtr4, and is involved in RNA 3'-end processing and in RNA surveillance and quality control.
GO:0000817	1245	A kinetochore multiprotein complex that bridges the subunits that are in contact with centromeric DNA and the subunits bound to microtubules during kinetochore assembly. In yeast, consists of Ctf19p, Okp1p, Mcm21p, and Ame1p.
GO:0034388	1246	A protein complex that forms a subcomplex of the 90S preribosome and can interact directly with the 5' External Transcribed Spacer (ETS) of the full length pre-rRNA transcript. In S. cerevisiae, it sediments at 25-30 S and is composed of Pwp2p, Dip2p, Utp21p, Utp13p, Utp18p, and Utp6p.
GO:0070877	1247	A protein complex that binds to heme and to pri-miRNAs, and is required for the formation of a pre-microRNA (pre-miRNA), the initial step of microRNA (miRNA) biogenesis. The complex is composed of the double-stranded-RNA-specific RNase Drosha (also called RNASEN) and the RNA-binding protein DGCR8 (heme-free or heme-bound forms). Within the complex, DGCR8 function as a molecular anchor necessary for the recognition of pri-miRNA at dsRNA-ssRNA junction and directs RNASEN/Drosha to cleave the 3' and 5' strands of a stem-loop to release hairpin-shaped pre-miRNAs.
GO:0008622	1248	A heterotetrameric DNA polymerase complex that catalyzes processive DNA synthesis in the absence of PCNA, but is further stimulated in the presence of PCNA. The complex contains a large catalytic subunit and three small subunits, and is best characterized in Saccharomyces, in which the subunits are named Pol2p, Dpb2p, Dpb3p, and Dpb4p. Some evidence suggests that DNA polymerase epsilon is the leading strand polymerase; it is also involved in nucleotide-excision repair and mismatch repair.
GO:1990862	1249	A protein complex that resides in the inner nuclear membrane and anchors telomeres to the nuclear envelope. In fission yeast, it is composed of Bqt3 and Bqt4.
GO:0089701	1250	A heterodimeric protein complex consisting of conserved large and small U2AF subunits that contributes to spliceosomal RNA splicing by binding to consensus sequences at the 3' splice site. U2AF is required to stabilize the association of the U2 snRNP with the branch point.
GO:0035145	1251	A multi-subunit complex deposited by the spliceosome upstream of messenger RNA exon-exon junctions. The exon-exon junction complex provides a binding platform for factors involved in mRNA export and nonsense-mediated mRNA decay.
GO:0032302	1252	A heterodimer involved in binding to and correcting insertion/deletion mutations. In human the complex consists of two subunits, MSH2 and MSH3.
GO:0031518	1253	A multisubunit protein complex that binds to centromeric DNA and initiates kinetochore assembly. In yeast, this complex consists of four subunits, namely Ctf13p, Skp1p, Cep3p and Cbf2p.
GO:0033065	1254	A DNA recombinase mediator complex that contains the Rad51 paralogs RAD51C and XRCC3, or orthologs thereof.
GO:0043240	1255	A protein complex composed of the Fanconi anaemia (FA) proteins including A, C, E, G and F (FANCA-F). Functions in the activation of the downstream protein FANCD2 by monoubiquitylation, and is essential for protection against chromosome breakage.
GO:0000347	1256	The THO complex is a nuclear complex that is required for transcription elongation through genes containing tandemly repeated DNA sequences. The THO complex is also part of the TREX (TRanscription EXport) complex that is involved in coupling transcription to export of mRNAs to the cytoplasm. In S. cerevisiae, it is composed of four subunits: Hpr1p, Tho2p, Thp1p, and Mft1p, while the human complex is composed of 7 subunits.
GO:0070762	1257	A subcomplex of the nuclear pore complex (NPC) that spans the nuclear membrane and anchors the NPC to the nuclear envelope. In S. cerevisiae, the transmembrane ring is composed of Pom152p, Pom34p, and Ndc1p. In vertebrates, it is composed of Gp210, Ndc1, and Pom121. Components are arranged in 8-fold symmetrical 'spokes' around the central transport channel. A single 'spoke', can be isolated and is sometime referred to as the Ndc1 complex.
GO:1990469	1258	Protein complex found in Drosophila consisting of the gene products of cuff, del and rhi. It regulates the licensing of transcription of dual-strand PIWI interacting RNA (piRNA) source loci by binding to dual-strand-cluster chromatin, probably via the H3K9me3-binding activity of Rhi. Rhi binding brings the putative termination cofactor Cuff in close proximity to the nascent piRNA precursor transcript which it appears to protect from degradation.
GO:0071821	1259	A protein complex contains the proteins FANCM and MHF, or their orthologs, plays an essential role in DNA remodeling, protects replication forks, and is conserved in eukaryotes.
GO:0034981	1260	A protein complex that contains CREB and FHL3, and is involved in transcriptional regulation.
GO:1990354	1261	A protein complex consisting of a SUMO protein bound to a SUMO activating enzyme complex. Activation by the E1 complex and linkage to the E2 enzyme UBE2I is required for the formation of covalent bonds between SUMO and its ultimate target proteins.
GO:0032798	1262	A conserved DNA recombinase mediator complex that contains two Swi5 monomers and one Sfr1 monomer in Schizosaccharomyces, or orthologs thereof (e.g. Sae3p and Mei5p in Saccharomyces).
GO:0035059	1263	A protein complex that facilitates the assembly of nucleosomes on to newly synthesized DNA. In Drosophila, the complex comprises ASF1 and histones H3 and H4.
GO:0044776	1264	The DNA polymerase III core complex consists of the alpha,epsilon and theta subunits and is carries out the polymerase and the 3'-5' exonuclease proofreading activities.
GO:0030685	1265	Any complex of pre-rRNAs, ribosomal proteins, and associated proteins formed in the nucleolus during ribosome biogenesis.
GO:0035097	1266	A multimeric complex that is able to catalyze the addition of methyl groups to histone proteins.
GO:0070876	1267	A protein complex that functions downstream of the MRN complex to promote DNA repair and the G2/M checkpoint. The SOSS complex associates with single-stranded DNA at DNA lesions and is composed of SOSS-B (SOSS-B1/OBFC2B or SOSS-B2/OBFC2A), SOSS-A/INTS3 and SOSS-C/C9orf80.
GO:0005643	1268	A protein complex providing a discrete opening in the nuclear envelope of a eukaryotic cell, where the inner and outer nuclear membranes are joined.
GO:0070545	1269	A protein complex that is involved in coordinating ribosome biogenesis with cell cycle progression. In human, it is composed of Pes1, Bop1, and WDR12; in Saccharomyces the proteins are known as Nop7p, Erb1 and Ytm1 respectively.
GO:0033063	1270	A DNA recombinase mediator complex that contains the Rad51 paralogs RAD51B, RAD51C, RAD51D, and XRCC2, or orthologs thereof.
GO:0034692	1271	A protein complex that comprises three core spliceosomal proteins, designated E, F, and G. Formation of the E.F.G complex is essential but not sufficient for the formation of a stable U1 snRNP complex.
GO:0044611	1272	A subcomplex of the nuclear pore complex (NPC) that forms the inner rings of the core scaffold, a lattice-like structure that gives the NPC its shape and strength. In S. cerevisiae, the two inner rings are each composed of Nup192p, Nup188p, Nup170p and Nup157p. In vertebrates, the two inner rings are each composed of Nup205, Nup188 and Nup155. Components are arranged in 8-fold symmetrical 'spokes' around the central transport channel. A single 'spoke', can be isolated and is sometimes referred to as the Nup170 complex.
GO:0005681	1273	Any of a series of ribonucleoprotein complexes that contain snRNA(s) and small nuclear ribonucleoproteins (snRNPs), and are formed sequentially during the spliceosomal splicing of one or more substrate RNAs, and which also contain the RNA substrate(s) from the initial target RNAs of splicing, the splicing intermediate RNA(s), to the final RNA products. During cis-splicing, the initial target RNA is a single, contiguous RNA transcript, whether mRNA, snoRNA, etc., and the released products are a spliced RNA and an excised intron, generally as a lariat structure. During trans-splicing, there are two initial substrate RNAs, the spliced leader RNA and a pre-mRNA.
GO:0071178	1274	A protein complex that consists of the intracellular domain of Notch4 (ICN4), the DNA-binding transcription factor RBP-Jkappa, and the transcriptional coactivator Mastermind-like-2 (MAML2); the complex is involved in transcriptional activation in response to Notch-mediated signaling.
GO:0044613	1275	The central substructure of the nuclear pore complex (NPC), through which nucleocytoplasmic transport of RNAs, proteins and small molecules occurs. The central transport channel is filled with FG-nucleoporins, which form a selective barrier and provide a series of binding sites for transporter proteins. Characterized S. cerevisiae FG-nucleoporins include Nup159p, Nup145Np, Nup116p, Nup100p, Nsp1p, Nup57p, Nup49p, Nup42p, Nup53p, Nup59p/Asm4p, Nup60p and Nup1. Characterized vertebrate FG-nucleoporins include Nup214, Nup98, Nup62, Nup54, Nup58/45, NLP1, and Nup153.
GO:0070603	1276	A protein complex that contains an ortholog of the Saccharomyces ATPase Swi2/Snf2 as one of the catalytic subunit components (ATPase) and mediates assembly of nucleosomes, changes to the spacing or structure of nucleosomes, or some combination of those activities in a manner that requires ATP.
GO:0000120	1277	A transcription factor complex that acts at a regulatory region of a gene transcribed by RNA polymerase I.
GO:0033597	1278	A multiprotein complex that functions as a mitotic checkpoint inhibitor of the anaphase-promoting complex/cyclosome (APC/C). In budding yeast this complex consists of Mad2p, Mad3p, Bub3p and Cdc20p, and in mammalian cells it consists of MAD2, BUBR1, BUB3, and CDC20.
GO:0032301	1279	A heterodimer involved in the recognition and repair of base-base and small insertion/deletion mismatches. In human the complex consists of two subunits, MSH2 and MSH6.
GO:0090570	1280	A protein complex, located in the nucleus, that possesses activity that prevents or downregulates transcription from a RNA polymerase I promoter.
GO:0031298	1281	A protein complex conserved in eukaryotes and associated with the replication fork; the complex stabilizes stalled replication forks and is thought to be involved in coordinating leading- and lagging-strand synthesis and in replication checkpoint signaling.
GO:0005662	1282	A conserved heterotrimeric complex that binds nonspecifically to single-stranded DNA and is required for multiple processes in eukaryotic DNA metabolism, including DNA replication, DNA repair, and recombination. In all eukaryotic organisms examined the complex is composed of subunits of approximately 70, 30, and 14 kDa.
GO:0031390	1283	A heptameric complex related to replication factor C, which loads the DNA polymerase processivity factor proliferating cell nuclear antigen (PCNA) onto DNA and plays a vital role in chromosome cohesion. In Saccharomyces the subunits are known as Ctf18p, Rfc2p, Rfc3p, Rfc4p, Rfc5p, Dcc1p, and Ctf8p.
GO:0008023	1284	Any protein complex that interacts with RNA polymerase II to increase (positive transcription elongation factor) or reduce (negative transcription elongation factor) the rate of transcription elongation.
GO:0062119	1285	A protein complex that associates with chromatin to form linear elements in fission yeast. In S. pombe, the LinE complex contains four main structural components (Rec10, Rec25, Rec27, and Mug20) and other associated proteins.
GO:0035808	1286	A protein complex that initiates the formation of double-strand breaks (DSBs) required for meiotic recombination. Consists of a protein that catalyses formation of the double-strand breaks (Spo11 in S. cerevisiae and Rec12 in S. pombe), and a number of accessory proteins.
GO:0062141	1287	A protein-containing complex that functions with the RNA exosome and contributes to the degradation of abberant transcripts.
GO:0070353	1288	A protein complex that contains the zinc finger transcription factor GATA1, the LIM domain protein Lmo2 (RBTN2), the basic helix-loop-helix protein TAL1 and its binding partner TCF3. The complex is involved transcriptional regulation in hematopoiesis.
GO:0034978	1289	A protein complex that contains the homeodomain proteins PDX1, PBX1b and MRG1 (MEIS2) and is involved in the transcriptional regulation of pancreatic acinar cell-specific genes.
GO:0033064	1290	A heterodimeric DNA recombinase mediator complex that contains the Rad51 paralogs RAD51D and XRCC2, or orthologs thereof; conserved from fission yeast to human but absent from budding yeast.
GO:0070517	1291	A protein complex containing three of the five subunits of eukaryotic replication factor C, those corresponding to human p40, p38, and p37.
GO:0034974	1292	A protein complex involved that contains proteins known in Schizosaccharomyces as Swi5 monomers and Swi2, and is involved in mating type switching.
GO:0031380	1293	A complex required for RNAi mediated heterochromatin assembly. In S. pombe this contains RNA-directed RNA polymerase, a putative helicase and a protein containing a pap25 associated domain.
GO:1990333	1294	A protein complex involved in the spindle checkpoint, preventing the activation of the anaphase-promoting complex until all chromosomes are correctly attached in a bipolar fashion to the mitotic spindle. In budding yeast this complex consists of Mad2p and Cdc20p, and in mammalian cells it consists of MAD2 and CDC20.
GO:0042272	1295	A protein complex that contains two proteins (know in several organisms, including Drosophila, as NXF1 and NXF2) and is required for the export of the majority of mRNAs from the nucleus to the cytoplasm; localized in the nucleoplasm and at both the nucleoplasmic and cytoplasmic faces of the nuclear pore complex; shuttles between the nucleus and the cytoplasm.
GO:0071664	1296	A protein complex that contains a catenin and TCF7L2 (TCF4), binds to the TCF DNA motif within a promoter element, and is involved in the regulation of WNT target gene transcription.
GO:0034980	1297	A protein complex that contains CREB and FHL2, and is involved in transcriptional regulation.
GO:0043564	1298	Heterodimeric protein complex composed of a 70 kDa and a 80 kDa subunit, binds DNA through a channel formed by the heterodimer. Functions in DNA double stranded break repair, chromosome maintenance, transcription regulation, V(D)J recombination, and activation of DNA-PK.
GO:0070532	1299	A protein complex that contains the BRCA1-BARD1 heterodimer, BACH1 and TopBP1, and binds to DNA during S phase at DNA damage sites.
GO:0005849	1300	Any macromolecular complex involved in cleavage or polyadenylation of mRNA molecules.
GO:0048189	1301	A protein complex involved in regulation of chromatin remodeling. In Schizosaccharomyces the complex contains Lid2, Ash2, Jmj3, Snt2, and Sdc1.
